appId,categories,team_size,total_changes,over_permissions,overages
573,Office,7,121,"android.permission.READ_CALENDAR
;android.permission.WRITE_CALENDAR
",2
574,Reading,1,17,,0
575,System,1,12,,0
576,"Multimedia,Wallpaper",1,2,,0
577,Office,1,135,,0
578,Internet,18,832,,0
580,Multimedia,1,22,,0
583,Science & Education,2,541,,0
584,Office,2,27,,0
586,Phone & SMS,2,13,"android.permission.WRITE_SECURE_SETTINGS
",1
587,Office,1,12,,0
588,System,1,13,"android.permission.ACCESS_SUPERUSER
",1
589,Internet,2,2,,0
591,Office,1,327,,0
593,Office,3,31,,0
594,"Multimedia,Wallpaper",1,10,"android.permission.READ_EXTERNAL_STORAGE
",1
595,Office,1,2,"android.permission.NFC
",1
596,Office,1,10,,0
597,System,1,37,"android.permission.ACCESS_SUPERUSER
",1
599,System,8,77,,0
601,Navigation,3,10,"android.permission.READ_EXTERNAL_STORAGE
",1
602,Internet,7,462,"android.permission.ACCESS_SUPERUSER
",1
603,Multimedia,2,61,"android.permission.ACCESS_NETWORK_STATE
",1
604,Games,2,15,,0
605,Office,3,154,"android.permission.READ_EXTERNAL_STORAGE
",1
606,Internet,4,49,"android.permission.WRITE_EXTERNAL_STORAGE
",1
610,System,4,96,,0
612,System,1,12,"android.permission.READ_EXTERNAL_STORAGE
;android.permission.CHANGE_NETWORK_STATE
;android.permission.SYSTEM_ALERT_WINDOW
",3
613,System,1,33,"android.permission.ACCESS_SUPERUSER
",1
615,Games,2,19,"android.permission.WRITE_EXTERNAL_STORAGE
",1
616,Office,2,4,"android.permission.INTERNET
",1
617,Office,11,458,"android.permission.NFC
",1
619,Multimedia,2,113,,0
621,Office,6,220,,0
622,Science & Education,2,98,,0
623,System,2,340,"android.permission.ACCESS_SUPERUSER
",1
624,"Internet,Office",1,37,,0
626,Multimedia,3,11,,0
627,Science & Education,1,9,,0
629,Wallpaper,1,35,,0
630,Games,1,5,,0
631,Reading,4,162,"android.permission.WRITE_EXTERNAL_STORAGE
",1
636,Reading,4,73,"android.permission.ACCESS_NETWORK_STATE
",1
638,Internet,2,112,,0
641,Wallpaper,2,49,"android.permission.BIND_WALLPAPER
;android.permission.INTERNET
;android.permission.ACCESS_NETWORK_STATE
",3
643,Games,1,2,"android.permission.WRITE_EXTERNAL_STORAGE
",1
644,Office,5,45,,0
646,Multimedia,2,234,"android.permission.ACCESS_NETWORK_STATE
",1
647,Internet,3,60,,0
648,Office,1,104,,0
650,Internet,1,6,,0
651,System,1,15,,0
652,Games,1,15,,0
653,System,21,998,"android.permission.WRITE_SETTINGS
;android.permission.ACCESS_SUPERUSER
",2
654,System,1,89,"android.permission.INTERNET
;android.permission.ACCESS_SUPERUSER
",2
656,Multimedia,1,3,"android.permission.INTERNET
",1
657,Wallpaper,1,27,,0
658,Office,1,58,,0
659,Phone & SMS,2,17,"android.permission.READ_CALL_LOG
",1
661,Office,2,14,,0
663,Multimedia,36,499,,0
665,System,2,91,"android.permission.BIND_INPUT_METHOD
",1
666,Games,3,56,,0
667,Navigation,5,191,"android.permission.ACCESS_LOCATION_EXTRA_COMMANDS
",1
669,Reading,1,127,,0
670,"Games,Multimedia",3,8,"android.permission.READ_EXTERNAL_STORAGE
",1
671,Games,3,132,,0
674,Office,2,20,,0
676,Reading,2,136,,0
677,Office,8,154,,0
678,System,2,190,,0
679,System,5,13,,0
680,Development,2,89,,0
681,Multimedia,28,894,"android.permission.WRITE_EXTERNAL_STORAGE
",1
682,Office,6,180,,0
684,Office,26,5565,"android.permission.READ_CALL_LOG
",1
685,Science & Education,1,17,,0
687,Reading,1,57,,0
688,Internet,2,51,,0
691,Games,1,49,,0
693,Games,1,7,,0
695,Internet,1,6,,0
696,Office,1,78,"android.permission.READ_EXTERNAL_STORAGE
",1
697,Science & Education,1,331,,0
698,Office,5,38,,0
699,Wallpaper,1,13,,0
702,Office,2,63,,0
703,Office,4,174,"android.permission.READ_EXTERNAL_STORAGE
",1
704,System,2,4,,0
705,System,2,26,,0
706,Office,2,6,,0
708,Multimedia,15,933,,0
709,Wallpaper,2,8,,0
710,System,76,888,"android.permission.INTERNET
;android.permission.READ_EXTERNAL_STORAGE
;android.permission.ACCESS_SUPERUSER
",3
711,Reading,18,954,"android.permission.VIBRATE
",1
713,System,2,10,"android.permission.READ_EXTERNAL_STORAGE
",1
714,System,1,78,,0
715,System,1,76,"android.permission.ACCESS_SUPERUSER
;android.permission.FLASHLIGHT
;android.permission.GET_ACCOUNTS
;android.permission.READ_CALL_LOG
;android.permission.READ_EXTERNAL_STORAGE
;android.permission.WAKE_LOCK
",6
716,Science & Education,2,148,,0
719,Multimedia,4,34,,0
720,Development,6,333,"android.permission.ACCESS_SUPERUSER
",1
721,Office,7,3576,,0
724,System,53,1447,"android.permission.DISABLE_KEYGUARD
;android.permission.READ_EXTERNAL_STORAGE
",2
725,Office,2,15,,0
726,Games,1,30,,0
729,Games,7,93,"android.permission.CHANGE_WIFI_STATE
;android.permission.ACCESS_WIFI_STATE
;android.permission.MOUNT_FORMAT_FILESYSTEMS
",3
730,System,2,1236,,0
732,System,2,112,,0
734,Science & Education,91,4972,,0
735,Development,65,2369,"android.permission.READ_SYNC_SETTINGS
;android.permission.READ_SYNC_STATS
",2
738,"Security,Internet",15,1028,"android.permission.ACCESS_SUPERUSER
",1
739,"Security,Internet",2,297,,0
741,Science & Education,4,74,,0
742,Phone & SMS,10,997,,0
746,Office,16,1818,,0
747,Games,2,97,,0
749,Internet,4,240,,0
750,System,1,3,,0
751,Office,3,33,"android.permission.READ_EXTERNAL_STORAGE
",1
752,Multimedia,2,260,,0
753,Multimedia,1,23,"android.permission.SET_WALLPAPER
",1
754,System,3,109,,0
755,System,3,66,"android.permission.SYSTEM_ALERT_WINDOW
",1
757,Office,1,22,,0
758,Games,1,73,"android.permission.ACCESS_NETWORK_STATE
",1
759,Internet,2,15,,0
761,Internet,2,230,"android.permission.INTERNET
;android.permission.ACCESS_SUPERUSER
",2
763,Games,1,48,,0
764,Internet,2,76,,0
765,Multimedia,9,411,"android.permission.ACCESS_WIFI_STATE
;android.permission.READ_EXTERNAL_STORAGE
",2
766,Development,1,355,,0
767,Navigation,2,37,"android.permission.ACCESS_LOCATION_EXTRA_COMMANDS
",1
768,System,11,256,,0
769,System,7,96,,0
770,Navigation,1,8,"android.permission.NFC
",1
771,Internet,23,187,"android.permission.READ_EXTERNAL_STORAGE
",1
774,Science & Education,2,477,,0
776,System,2,94,"android.permission.READ_PHONE_STATE
",1
778,Internet,16,878,"android.permission.ACCESS_WIFI_STATE
;android.permission.READ_EXTERNAL_STORAGE
",2
779,Multimedia,76,6433,"android.permission.ACCESS_WIFI_STATE
;android.permission.BIND_WALLPAPER
;android.permission.CHANGE_WIFI_STATE
;android.permission.GET_ACCOUNTS
;android.permission.INTERNET
;android.permission.MANAGE_ACCOUNTS
;android.permission.NFC
;android.permission.READ_SYNC_SETTINGS
;android.permission.SUBSCRIBED_FEEDS_READ
;android.permission.SUBSCRIBED_FEEDS_WRITE
;android.permission.USE_CREDENTIALS
;android.permission.VIBRATE
;android.permission.WRITE_SETTINGS
;android.permission.WRITE_SYNC_SETTINGS
",14
780,"Office,Internet",1,51,,0
782,System,1,15,"android.permission.ACCESS_SUPERUSER
",1
784,Games,1,3,,0
785,System,1,5,,0
786,Internet,1,1581,"android.permission.ACCESS_WIFI_STATE
;android.permission.NFC
",2
787,System,18,2048,"android.permission.CAMERA
",1
789,Multimedia,3,69,,0
790,Games,1,12,"android.permission.WAKE_LOCK
;android.permission.WRITE_EXTERNAL_STORAGE
",2
791,Reading,34,4052,,0
792,Reading,9,1915,,0
793,Office,2,86,"android.permission.READ_EXTERNAL_STORAGE
",1
794,Multimedia,2,136,"android.permission.BROADCAST_STICKY
",1
795,Navigation,1,6,,0
798,Office,4,36,,0
799,Science & Education,2,44,,0
800,System,90,23544,"android.permission.DOWNLOAD_WITHOUT_NOTIFICATION
;android.permission.READ_PROFILE
",2
801,Office,2,27,,0
802,Office,6,443,,0
803,Games,1,10,,0
804,System,3,5,"android.permission.CHANGE_WIFI_STATE
;android.permission.INSTALL_PACKAGES
;android.permission.DELETE_PACKAGES
",3
805,Wallpaper,1,38,,0
806,Office,3,36,,0
808,Multimedia,2,7,,0
809,System,1,79,"android.permission.READ_EXTERNAL_STORAGE
",1
810,Office,1,18,,0
811,Multimedia,4,20,,0
812,Science & Education,1,8,,0
813,Internet,1,3,"android.permission.WRITE_SETTINGS
",1
815,Wallpaper,8,80,"android.permission.ACCESS_WIFI_STATE
",1
817,Multimedia,55,875,"android.permission.SYSTEM_ALERT_WINDOW
;android.permission.INTERNET
;android.permission.READ_PHONE_STATE
;android.permission.BROADCAST_STICKY
",4
818,Reading,40,9476,"android.permission.READ_EXTERNAL_STORAGE
",1
819,Multimedia,1,1,,0
824,Internet,3,18,,0
825,Office,8,1761,"android.permission.ACCESS_NETWORK_STATE
;android.permission.USE_CREDENTIALS
;android.permission.WRITE_SETTINGS
;android.permission.READ_SYNC_STATS
;android.permission.READ_SYNC_SETTINGS
;android.permission.MANAGE_DOCUMENTS
",6
826,Games,1,23,,0
827,Games,1,19,,0
828,Office,1,91,,0
830,System,2,152,,0
831,Internet,1,26,,0
832,"Development,System",1,16,,0
833,System,2,66,"android.permission.READ_EXTERNAL_STORAGE
",1
834,"Office,Internet,Security",1,55,,0
835,Multimedia,1,15,,0
836,Office,11,238,"android.permission.READ_CALENDAR
",1
840,Internet,9,194,"android.permission.ACCESS_WIFI_STATE
;android.permission.READ_EXTERNAL_STORAGE
;android.permission.CAMERA
;android.permission.READ_PROFILE
;android.permission.WRITE_SYNC_SETTINGS
;android.permission.READ_SYNC_SETTINGS
;android.permission.SYSTEM_ALERT_WINDOW
;android.permission.READ_PHONE_STATE
",8
841,Science & Education,1,5,,0
842,Phone & SMS,18,1680,"android.permission.RECORD_AUDIO
;android.permission.PROCESS_OUTGOING_CALLS
;android.permission.CALL_PHONE
;android.permission.BROADCAST_STICKY
",4
843,Internet,5,36,"android.permission.READ_EXTERNAL_STORAGE
",1
844,Navigation,1,14,,0
847,System,1,59,,0
850,Internet,6,42,,0
851,Multimedia,1,149,,0
853,Office,1,21,,0
854,Navigation,11,791,,0
855,Office,2,84,,0
856,"Internet,Office",1,9,,0
857,Navigation,15,346,"android.permission.ACCESS_WIFI_STATE
",1
858,Wallpaper,3,5,,0
859,System,4,15,,0
861,Security,3,46,,0
862,Reading,1,50,,0
865,Office,1,43,,0
866,System,2,47,,0
868,Office,7,87,"android.permission.READ_EXTERNAL_STORAGE
",1
869,Multimedia,3,280,,0
871,Office,1,15,,0
872,Internet,6,199,"android.permission.CAMERA
",1
874,Development,1,44,,0
875,System,1,6,,0
876,System,1,1,,0
877,Games,2,14,"android.permission.INTERNET
",1
878,Navigation,18,314,,0
879,Office,3,77,,0
880,System,1,739,"android.permission.READ_EXTERNAL_STORAGE
",1
881,Office,3,377,"android.permission.READ_EXTERNAL_STORAGE
",1
882,Science & Education,2,79,"android.permission.WRITE_EXTERNAL_STORAGE
",1
883,System,1,119,,0
884,Games,1,6,,0
885,Office,4,128,,0
886,Multimedia,20,267,"android.permission.ACCESS_NETWORK_STATE
",1
888,Reading,4,50,,0
889,Science & Education,1,58,,0
892,System,1,6,"android.permission.INTERNET
",1
893,Navigation,1,95,"android.permission.ACCESS_WIFI_STATE
",1
895,Office,2,48,"android.permission.READ_SYNC_SETTINGS
",1
898,Office,1,1,,0
899,Navigation,14,124,"android.permission.NFC
",1
900,Phone & SMS,1,289,"android.permission.READ_PHONE_STATE
",1
901,Internet,3,739,"android.permission.ACCESS_NETWORK_STATE
",1
902,Development,1,114,,0
904,Office,3,10,,0
906,System,2,19,,0
907,Reading,1,79,,0
908,"Games,Office",1,14,,0
909,Games,1,2,,0
910,Office,42,656,"android.permission.SYSTEM_ALERT_WINDOW
",1
911,Office,5,25,,0
913,Science & Education,2,6,,0
914,Games,75,2540,"android.permission.NFC
",1
915,Navigation,1,22,,0
916,Development,15,877,"android.permission.GET_ACCOUNTS
;android.permission.MANAGE_ACCOUNTS
;android.permission.READ_SYNC_SETTINGS
;android.permission.READ_SYNC_STATS
",4
917,Internet,8,304,,0
918,System,2,114,,0
919,Office,1,10,,0
920,Science & Education,6,91,,0
921,"Multimedia,Wallpaper",1,14,,0
922,Development,1,38,,0
924,Multimedia,2,59,"android.permission.INTERNET
;android.permission.ACCESS_NETWORK_STATE
",2
925,Office,3,9,,0
927,Internet,1,1551,,0
928,Multimedia,3,28,"android.permission.RECORD_AUDIO
",1
929,System,6,67,"android.permission.RECEIVE_MMS
",1
932,Multimedia,1,11,,0
933,Wallpaper,1,6,,0
935,Office,2,28,"android.permission.NFC
",1
936,System,3,180,,0
937,System,1,41,"android.permission.BROADCAST_STICKY
;android.permission.READ_PHONE_STATE
",2
938,Phone & SMS,1,76,,0
940,Games,4,416,"android.permission.INTERNET
;android.permission.CHANGE_WIFI_MULTICAST_STATE
;android.permission.BLUETOOTH
;android.permission.BLUETOOTH_ADMIN
",4
941,Internet,24,1766,"android.permission.RECEIVE_BOOT_COMPLETED
",1
942,Office,1,10,,0
946,Navigation,2,4,"android.permission.VIBRATE
",1
947,Science & Education,7,549,,0
948,Internet,16,546,,0
949,Science & Education,2,172,,0
950,System,7,357,,0
951,Multimedia,10,1513,"android.permission.RECORD_AUDIO
;android.permission.MODIFY_AUDIO_SETTINGS
;android.permission.READ_EXTERNAL_STORAGE
;android.permission.READ_SYNC_SETTINGS
",4
952,Office,5,290,"android.permission.SET_ALARM
",1
953,Science & Education,1,16,,0
955,System,1,60,,0
956,System,3,311,"android.permission.NFC
",1
958,System,2,2,,0
960,Games,192,65110,,0
961,Navigation,2,13,,0
962,System,2,23,,0
963,Office,4,129,"android.permission.WRITE_SETTINGS
",1
964,System,1,37,,0
965,Development,1,70,,0
966,Office,1,4,"android.permission.ACCESS_LOCATION
;android.permission.ACCESS_GPS
;android.permission.READ_PHONE_STATE
",3
967,Office,1,59,,0
968,Games,10,224,,0
971,Office,9,148,,0
973,Navigation,1,478,,0
974,Reading,26,3998,"android.permission.WRITE_MEDIA_STORAGE
",1
975,Games,1,2,,0
977,Development,5,576,"android.permission.READ_EXTERNAL_STORAGE
;android.permission.SYSTEM_ALERT_WINDOW
;android.permission.USE_CREDENTIALS
;android.permission.MANAGE_ACCOUNTS
;android.permission.READ_SYNC_SETTINGS
",5
978,Wallpaper,1,71,,0
982,System,8,174,"android.permission.GET_TASKS
;android.permission.DEVICE_POWER
;android.permission.RECEIVE_BOOT_COMPLETED
",3
983,"Security,Internet",10,555,"android.permission.ACCESS_SUPERUSER
;android.permission.KILL_BACKGROUND_PROCESSES
",2
984,System,1,9,,0
985,Internet,6,51,"android.permission.READ_SYNC_SETTINGS
",1
987,Reading,60,8613,,0
988,Navigation,3,91,,0
989,Internet,2,8,"android.permission.INTERNET
;android.permission.WRITE_EXTERNAL_STORAGE
",2
991,Phone & SMS,28,801,"android.permission.READ_CALL_LOG
;android.permission.WRITE_CALL_LOG
",2
993,Multimedia,7,723,"android.permission.WRITE_EXTERNAL_STORAGE
",1
994,Games,1,4,,0
995,Internet,8,93,,0
997,System,1,37,,0
998,Multimedia,5,200,,0
999,Office,2,28,,0
1001,Security,2,36,,0
1002,Office,1,20,"android.permission.CHANGE_WIFI_MULTICAST_STATE
",1
1004,Science & Education,1,3,,0
1005,Reading,13,159,,0
1006,System,7,67,,0
1007,System,22,563,,0
1009,System,7,192,"android.permission.MODIFY_PHONE_STATE
;android.permission.ACCESS_SUPERUSER
;android.permission.STOP_APP_SWITCHES
",3
1010,Navigation,1,5,"android.permission.CAMERA
",1
1011,System,1,13,"android.permission.INTERNET
",1
1012,Internet,4,108,,0
1013,Internet,3,143,"android.permission.CAMERA
",1
1014,Office,4,111,"android.permission.GET_ACCOUNTS
;android.permission.MANAGE_ACCOUNTS
;android.permission.INTERNET
;android.permission.WRITE_SETTINGS
;android.permission.WRITE_SECURE_SETTINGS
;android.permission.READ_SYNC_STATS
;android.permission.READ_SYNC_SETTINGS
",7
1015,Reading,1,13,,0
1016,System,2,10,,0
1017,Multimedia,3,27,,0
1018,Reading,1,4,,0
1020,Multimedia,1,12,,0
1021,System,2,4,"android.permission.READ_PHONE_STATE
",1
1022,Internet,25,732,,0
1024,Multimedia,2,111,"android.permission.READ_EXTERNAL_STORAGE
",1
1025,Games,1,34,"android.permission.WAKE_LOCK
",1
1026,Games,1,40,,0
1027,Wallpaper,2,98,,0
1028,System,3,17,"android.permission.FLASHLIGHT
",1
1030,Phone & SMS,60,2117,"android.permission.DISABLE_KEYGUARD
;android.permission.MANAGE_ACCOUNTS
;android.permission.READ_SYNC_SETTINGS
;android.permission.WRITE_SYNC_SETTINGS
",4
1031,Internet,2,63,"android.permission.INTERNET
",1
1032,System,1,53,"android.permission.CHANGE_CONFIGURATION
",1
1035,Multimedia,30,9993,,0
1036,Development,1,19,,0
1037,Navigation,3,71,,0
1038,Multimedia,3,27,,0
1039,Office,1,4,,0
1040,Wallpaper,1,16,,0
1041,Games,3,271,,0
1044,Development,1,216,,0
1046,Multimedia,2,55,,0
1048,System,1,27,,0
1049,Wallpaper,1,145,,0
1050,Office,1,106,,0
1052,System,1,5,,0
1054,Office,5,150,,0
1055,Games,2,23,,0
1056,Science & Education,7,258,"android.permission.ACCESS_NETWORK_STATE
",1
1057,System,1,1,,0
1058,Science & Education,3,3,"android.permission.ACCESS_SUPERUSER
;android.permission.WRITE_SETTINGS
",2
1059,Multimedia,1,7,"android.permission.WRITE_SETTINGS
;android.permission.WRITE_EXTERNAL_STORAGE
",2
1060,Games,10,753,,0
1061,Science & Education,1,52,,0
1062,Multimedia,2,49,"android.permission.INTERNET
;android.permission.READ_EXTERNAL_STORAGE
",2
1063,System,1,55,,0
1064,System,2,112,,0
1067,Navigation,15,1729,"android.permission.INTERNET
",1
1068,System,1,113,,0
1069,Games,1,10,,0
1070,Games,2,167,,0
1073,System,10,371,,0
1075,Multimedia,1,6,"android.permission.WAKE_LOCK
",1
1077,Wallpaper,1,249,"android.permission.READ_EXTERNAL_STORAGE
",1
1078,Office,1,30,"android.permission.READ_CALENDAR
",1
1079,Office,2,19,,0
1080,Games,5,123,,0
1081,"System,Office",120,5398,"android.permission.INTERNET
;android.permission.USE_CREDENTIALS
",2
1082,Games,1,101,,0
1083,Internet,47,1316,,0
1084,Office,2,81,"android.permission.READ_SYNC_SETTINGS
",1
1086,Navigation,1,3,,0
1087,Games,1,29,,0
1088,System,1,41,,0
1090,Phone & SMS,11,665,"android.permission.INTERNET
;android.permission.ACCESS_NETWORK_STATE
",2
1093,Office,2,28,"android.permission.ACCESS_SUPERUSER
",1
1094,Multimedia,6,209,"android.permission.RECORD_AUDIO
;android.permission.NFC
;android.permission.DISABLE_KEYGUARD
;android.permission.SYSTEM_ALERT_WINDOW
",4
1095,Office,1,35,,0
1096,Phone & SMS,2,16,"android.permission.READ_CALL_LOG
",1
1097,Navigation,6,249,"android.permission.ACCESS_LOCATION_EXTRA_COMMANDS
",1
1098,Office,1,7,,0
1099,Internet,6,239,,0
1100,Office,3,250,,0
1103,System,1,5,,0
1104,Office,31,638,,0
1106,Office,2,426,,0
1107,Games,6,40,,0
1108,System,3,110,,0
1109,Internet,13,371,"android.permission.READ_EXTERNAL_STORAGE
;android.permission.READ_SYNC_SETTINGS
;android.permission.READ_SYNC_STATS
",3
1110,Navigation,1,279,"android.permission.ACCESS_WIFI_STATE
",1
1112,Office,1,9,,0
1113,Office,2,10,"android.permission.READ_EXTERNAL_STORAGE
",1
1117,Office,1,1,"android.permission.READ_EXTERNAL_STORAGE
",1
1118,Internet,5,109,,0
1119,Internet,4,254,"android.permission.WRITE_EXTERNAL_STORAGE
",1
1120,System,111,7023,"android.permission.CALL_PHONE
;android.permission.VIBRATE
;android.permission.BIND_APPWIDGET
;android.permission.READ_EXTERNAL_STORAGE
",4
1121,Office,1,28,,0
1122,"Multimedia,Office",1,64,"android.permission.CAMERA
",1
1124,Wallpaper,1,18,,0
1125,Internet,3,51,"android.permission.ACCESS_MOCK_LOCATION
",1
1127,Internet,14,217,"android.permission.RECEIVE_BOOT_COMPLETED
;android.permission.READ_CALENDAR
;android.permission.WRITE_CALENDAR
",3
1130,Multimedia,2,2,,0
1131,System,4,196,"android.permission.READ_EXTERNAL_STORAGE
;android.permission.INTERNET
;android.permission.NFC
",3
1133,:Mathematics,1,79,,0
1134,Development,3,50,,0
1135,Office,1,4,,0
1137,Office,1,44,"android.permission.SET_ALARM
",1
1140,System,2,98,,0
1141,Office,1,92,,0
1142,"Multimedia,Wallpaper",1,5,"android.permission.INTERNET
",1
1143,Multimedia,6,877,"android.permission.READ_EXTERNAL_STORAGE
;android.permission.READ_SYNC_STATS
;android.permission.READ_SYNC_SETTINGS
;android.permission.USE_CREDENTIALS
",4
1144,Multimedia,1,14,,0
1145,Multimedia,1,17,"android.permission.READ_PHONE_STATE
",1
1146,Phone & SMS,1,14,"android.permission.INTERNET
",1
1147,Multimedia,1,19,,0
1148,Office,1,155,"android.permission.GET_ACCOUNTS
",1
1149,System,5,122,"android.permission.ACCESS_SUPERUSER
",1
1150,Multimedia,89,3584,,0
1151,Reading,15,1161,,0
1155,Multimedia,3,81,,0
1158,Internet,25,4257,"android.permission.CAMERA
",1
1159,Office,1,7,,0
1161,Multimedia,1,34,"android.permission.INTERNET
",1
1162,Multimedia,5,658,"android.permission.INTERNET
;android.permission.ACCESS_NETWORK_STATE
",2
1164,System,56,1204,"android.permission.CALL_PHONE
;android.permission.GET_TASKS
;android.permission.VIBRATE
",3
1165,Development,4,73,,0
1166,Navigation,1,13,"android.permission.READ_EXTERNAL_STORAGE
",1
1167,"Wallpaper,Multimedia",1,1,,0
1169,Multimedia,1,63,"android.permission.SYSTEM_ALERT_WINDOW
;android.permission.MODIFY_AUDIO_SETTINGS
;android.permission.INTERNET
;android.permission.BATTERY_STATS
",4
1170,Games,4,300,,0
1171,Multimedia,2,167,,0
1172,System,1,3,,0
1174,Science & Education,1,26,"android.permission.CAMERA
;android.permission.READ_EXTERNAL_STORAGE
;android.permission.ACCESS_WIFI_STATE
",3
1175,System,1,22,,0
1176,Office,1,4,,0
1177,Internet,2,542,,0
1178,Internet,44,1421,"android.permission.NFC
",1
1179,Multimedia,1,1,"android.permission.INTERNET
;android.permission.WRITE_EXTERNAL_STORAGE
",2
